BANK_INVESTMENT,TERM,INTEREST_RATE,EMPLOYEMENT_DURATION,EMPPLOYMENT_TITLE,ANNUAL_INCOME,STATUS,LOAN_PURPOSE,STATE,DTI,INITIAL_LIST_STATUS,RECEIVED_INTEREST_TOTAL,RECEIVED_LATE_FEE,APPLICATION_TYPE,TOTAL_COLLECTION_AMOUNT,TOTAL_CURRENT_BALANCE,LOAN_STATUS
5300.0,36 months,12.69,2 years,Installation Technician,34000.0,Verified,debt_consolidation,TN,10.66,f,263.49,0.0,INDIVIDUAL,0.0,11900.0,0.0
5000.0,36 months,6.89,4 years,Tax Preparer,44236.0,Not Verified,car,AZ,21.32,w,183.78,0.0,INDIVIDUAL,0.0,57897.0,0.0
28000.0,60 months,9.17,2 years,Fiscal Manager,85000.0,Source Verified,home_improvement,CA,4.31,f,1226.74,0.0,INDIVIDUAL,0.0,146182.0,0.0
22000.0,60 months,16.55,< 1 year,SALES,55000.0,Source Verified,debt_consolidation,FL,17.32,w,2588.45,0.0,INDIVIDUAL,0.0,25315.0,0.0
13475.0,36 months,16.99,4 years,Truck driver,60000.0,Not Verified,debt_consolidation,MI,25.54,f,550.32,0.0,INDIVIDUAL,0.0,42886.0,0.0
10000.0,36 months,11.53,2 years,Equipment Service Technician,58000.0,Source Verified,debt_consolidation,CA,11.65,w,177.11,0.0,INDIVIDUAL,128.0,12743.0,0.0
16000.0,36 months,5.32,1 year,Patient Coordinator,50000.0,Source Verified,credit_card,IN,18.71,w,66.2,0.0,INDIVIDUAL,0.0,26807.0,0.0
12000.0,60 months,12.49,5 years,Senior Specialist,73600.0,Source Verified,debt_consolidation,NY,8.94,w,1663.15,0.0,INDIVIDUAL,0.0,41719.0,0.0
30000.0,60 months,9.49,4 years,Information Assurance Manager,120000.0,Verified,debt_consolidation,MA,14.94,w,2859.78,0.0,INDIVIDUAL,0.0,214384.0,0.0
7950.0,36 months,10.64,3 years,PythonX Automation Inc,42000.0,Not Verified,debt_consolidation,FL,25.3,f,1331.37,0.0,INDIVIDUAL,0.0,161474.0,0.0
14500.0,36 months,11.67,9 years,nurse,90000.0,Source Verified,debt_consolidation,TX,34.15,f,1754.73,0.0,INDIVIDUAL,0.0,41019.0,0.0
25150.0,36 months,9.76,5 years,Graphics Consultant,130000.0,Verified,debt_consolidation,TX,32.74,w,177.28,0.0,INDIVIDUAL,0.0,108745.0,0.0
7200.0,36 months,20.31,,,62268.0,Verified,wedding,NJ,30.87,f,2318.77,0.0,INDIVIDUAL,0.0,403512.0,0.0
21200.0,36 months,16.29,10+ years,alaska airlines,60000.0,Verified,debt_consolidation,CA,24.8,f,5591.7,0.0,INDIVIDUAL,0.0,98749.0,0.0
10150.0,60 months,17.57,10+ years,ASAII,28200.0,Source Verified,debt_consolidation,AL,25.06,w,1403.05,0.0,INDIVIDUAL,0.0,14677.0,0.0
18000.0,60 months,17.57,10+ years,Data Analyst,51650.0,Verified,debt_consolidation,GA,24.51,w,1272.05,0.0,INDIVIDUAL,0.0,25608.0,0.0
22000.0,60 months,14.33,3 years,United States Postal Service,50300.0,Verified,debt_consolidation,PA,14.17,f,6403.15,0.0,INDIVIDUAL,0.0,52348.0,0.0
11950.0,60 months,16.99,8 years,teacher,43000.0,Not Verified,credit_card,VA,23.61,f,327.86,0.0,INDIVIDUAL,0.0,168733.0,0.0
16000.0,36 months,7.49,10+ years,Estimator,130000.0,Not Verified,debt_consolidation,NJ,15.91,w,952.74,0.0,INDIVIDUAL,587.0,795423.0,0.0
16000.0,60 months,15.61,10+ years,J.Crew,92000.0,Source Verified,debt_consolidation,NC,11.33,f,4712.97,0.0,INDIVIDUAL,0.0,237669.0,0.0
15000.0,60 months,13.67,3 years,IT & Web Support Specialist,60000.0,Not Verified,debt_consolidation,MD,17.8,w,351.14,0.0,INDIVIDUAL,0.0,24110.0,0.0
11900.0,36 months,9.17,10+ years,OFFICE SPECIALIST,42000.0,Not Verified,credit_card,CA,23.91,f,1190.74,0.0,INDIVIDUAL,0.0,33335.0,0.0
20000.0,60 months,14.49,7 years,Deputy SIte MAnager,140000.0,Source Verified,debt_consolidation,VA,23.96,w,2923.39,23.52,INDIVIDUAL,0.0,381762.0,0.0
35000.0,36 months,13.33,10+ years,Energy Service Country manager,150000.0,Verified,debt_consolidation,FL,2.4,f,362.88,0.0,INDIVIDUAL,0.0,317022.0,1.0
28000.0,36 months,6.92,10+ years,Sr ETL-Food,101000.0,Source Verified,debt_consolidation,FL,8.88,w,1418.89,0.0,INDIVIDUAL,91996.0,74344.0,0.0
5600.0,36 months,9.17,10+ years,project analyst,50000.0,Source Verified,credit_card,FL,5.23,w,92.76,0.0,INDIVIDUAL,0.0,6557.0,0.0
6000.0,36 months,7.49,10+ years,Lead Programs manager,117000.0,Not Verified,home_improvement,CA,11.83,f,284.63,0.0,INDIVIDUAL,170.0,357373.0,1.0
8975.0,36 months,15.31,< 1 year,SuperValu,40000.0,Verified,debt_consolidation,IL,23.52,f,2308.54,0.0,INDIVIDUAL,,,1.0
22300.0,60 months,15.61,10+ years,tool maker,58000.0,Source Verified,debt_consolidation,NC,31.72,f,2208.78,0.0,INDIVIDUAL,0.0,207856.0,0.0
16800.0,60 months,12.12,5 years,State Farm Insurance,38000.0,Verified,debt_consolidation,NC,14.78,f,4093.02,0.0,INDIVIDUAL,,,1.0
17000.0,60 months,22.15,10+ years,linac op 2,49000.0,Verified,debt_consolidation,UT,24.79,w,5409.95,0.0,INDIVIDUAL,0.0,187785.0,0.0
17975.0,36 months,7.9,10+ years,INTERNOTES STRATEGY CO,150000.0,Source Verified,debt_consolidation,NY,7.86,f,1308.09,0.0,INDIVIDUAL,,,1.0
28000.0,36 months,8.39,2 years,Journeyman Lineman Crew Foreman,115000.0,Source Verified,credit_card,IL,11.29,w,2868.57,0.0,INDIVIDUAL,1687.0,45602.0,0.0
9000.0,36 months,12.49,10+ years,Support Technician,25000.0,Verified,debt_consolidation,FL,16.61,f,1034.0,0.0,INDIVIDUAL,0.0,20964.0,1.0
25950.0,36 months,16.99,5 years,IT Tech,58000.0,Verified,debt_consolidation,CA,14.03,f,1717.85,0.0,INDIVIDUAL,0.0,23927.0,0.0
30000.0,60 months,12.59,4 years,Director,150000.0,Source Verified,debt_consolidation,VA,15.34,w,583.74,0.0,INDIVIDUAL,0.0,74619.0,0.0
12000.0,36 months,6.99,< 1 year,Executive assistant,100000.0,Verified,debt_consolidation,NY,6.9,w,0.0,0.0,INDIVIDUAL,0.0,18613.0,0.0
6000.0,36 months,18.25,10+ years,Health Service Assistant,390000.0,Source Verified,debt_consolidation,CA,3.74,f,1519.79,15.0,INDIVIDUAL,670.0,36054.0,0.0
20850.0,60 months,28.49,10+ years,COMPOUNDER A,58000.0,Verified,debt_consolidation,NY,15.68,f,0.0,0.0,INDIVIDUAL,0.0,28773.0,0.0
2400.0,36 months,18.99,10+ years,foreman,130000.0,Verified,other,FL,1.37,w,182.69,0.0,INDIVIDUAL,0.0,2540.0,0.0
14900.0,36 months,12.85,1 year,Registered Nurse,120000.0,Not Verified,debt_consolidation,CA,19.46,f,2754.67,0.0,INDIVIDUAL,0.0,209503.0,0.0
2400.0,36 months,12.69,5 years,MIQ Logisitics LLC,92000.0,Not Verified,home_improvement,MO,20.4,f,495.87,0.0,INDIVIDUAL,,,1.0
6754.96,36 months,16.32,3 years,Dutch Productions Inc.,55000.0,Source Verified,debt_consolidation,NY,3.99,f,1651.46,0.0,INDIVIDUAL,,,1.0
22325.0,60 months,17.14,10+ years,Accounting Supervisor,52000.0,Source Verified,credit_card,FL,29.77,w,3270.19,0.0,INDIVIDUAL,0.0,189210.0,0.0
3500.0,36 months,6.24,5 years,Research Assistant,38000.0,Source Verified,credit_card,TX,16.01,w,15.77,0.0,INDIVIDUAL,0.0,12725.0,0.0
7000.0,36 months,6.49,10+ years,Engineering Technician,60000.0,Not Verified,debt_consolidation,OH,3.66,w,394.02,0.0,INDIVIDUAL,0.0,67211.0,0.0
16975.0,60 months,25.57,< 1 year,Product Support Specilist,34000.0,Verified,debt_consolidation,CA,21.28,f,3092.45,0.0,INDIVIDUAL,0.0,31287.0,0.0
35000.0,36 months,16.99,10+ years,,84000.0,Verified,debt_consolidation,TX,19.56,f,2369.6,0.0,INDIVIDUAL,0.0,141512.0,0.0
14000.0,60 months,14.49,8 years,Judicial Assistant,45000.0,Source Verified,debt_consolidation,AL,20.96,w,2857.22,0.0,INDIVIDUAL,0.0,17022.0,0.0
4800.0,36 months,14.99,10+ years,TRANSPORTATION ENG. TECH.,55000.0,Verified,debt_consolidation,CT,20.66,w,708.21,0.0,INDIVIDUAL,0.0,38935.0,0.0
14000.0,36 months,11.55,6 years,Health Technology,73000.0,Verified,credit_card,TN,14.91,f,2510.64,0.0,INDIVIDUAL,0.0,397113.0,0.0
30000.0,60 months,18.25,10+ years,sales engineer,110000.0,Verified,debt_consolidation,MO,22.22,f,3483.64,0.0,INDIVIDUAL,420.0,268952.0,0.0
14400.0,60 months,21.99,1 year,Lead Officer,37000.0,Verified,debt_consolidation,CA,31.93,w,228.7,0.0,INDIVIDUAL,0.0,30098.0,0.0
35000.0,36 months,10.65,7 years,H WEISS,90000.0,Verified,debt_consolidation,NY,17.41,f,6033.68,0.0,INDIVIDUAL,,,1.0
20000.0,60 months,10.15,9 years,Systems Support Rep,67000.0,Source Verified,credit_card,KY,11.87,w,2152.19,0.0,INDIVIDUAL,0.0,185010.0,0.0
19900.0,60 months,16.55,10+ years,Nutrition Service Coordinator,54000.0,Source Verified,debt_consolidation,SD,10.82,f,1330.52,0.0,INDIVIDUAL,0.0,20974.0,0.0
16000.0,36 months,13.53,< 1 year,Physical Therapist Assistant,52000.0,Not Verified,debt_consolidation,MI,16.94,f,1956.74,0.0,INDIVIDUAL,1251.0,30163.0,1.0
20000.0,60 months,13.33,10+ years,Director,110000.0,Source Verified,debt_consolidation,NE,13.47,w,426.9,0.0,INDIVIDUAL,0.0,352644.0,0.0
12000.0,36 months,14.65,4 years,Executive Portfolio Manager,108000.0,Verified,debt_consolidation,CA,10.77,w,679.92,0.0,INDIVIDUAL,910.0,371710.0,0.0
5000.0,36 months,10.64,5 years,Musician,49000.0,Not Verified,home_improvement,OH,1.22,w,41.37,0.0,INDIVIDUAL,2545.0,49447.0,0.0
29700.0,60 months,14.98,10+ years,Operations Manager,170000.0,Source Verified,debt_consolidation,CA,23.74,w,7629.09,0.0,INDIVIDUAL,0.0,729286.0,0.0
4800.0,36 months,9.17,3 years,Director fo Development - Retail,385000.0,Source Verified,home_improvement,CA,5.25,w,70.02,0.0,INDIVIDUAL,0.0,1275731.0,0.0
20000.0,36 months,9.17,,,93600.0,Verified,debt_consolidation,FL,33.38,w,1348.01,0.0,INDIVIDUAL,0.0,369867.0,0.0
4000.0,36 months,10.99,10+ years,"Business Analyst, Officer",50000.0,Not Verified,other,RI,12.79,f,295.49,0.0,INDIVIDUAL,0.0,10989.0,0.0
10900.0,36 months,12.29,,,35000.0,Not Verified,debt_consolidation,WI,35.94,w,312.26,0.0,INDIVIDUAL,0.0,142058.0,0.0
15000.0,36 months,8.18,10+ years,WELDER,62000.0,Not Verified,debt_consolidation,PA,12.21,f,512.87,0.0,INDIVIDUAL,0.0,109299.0,1.0
27950.0,60 months,21.15,8 years,city of lawton,109000.0,Verified,debt_consolidation,OK,24.02,f,11473.46,0.0,INDIVIDUAL,0.0,419933.0,1.0
20325.0,36 months,8.67,2 years,Manager,57000.0,Verified,debt_consolidation,TX,29.24,f,1403.96,0.0,INDIVIDUAL,527.0,236818.0,0.0
10000.0,36 months,7.69,7 years,Accountant,82500.0,Not Verified,credit_card,NY,16.83,f,870.58,0.0,INDIVIDUAL,1526.0,230826.0,0.0
12800.0,60 months,12.99,7 years,Physical therapist,44000.0,Not Verified,debt_consolidation,FL,23.3,w,1967.34,0.0,INDIVIDUAL,0.0,197387.0,1.0
10275.0,36 months,9.71,10+ years,Ga Dept of Transportation,29600.0,Not Verified,debt_consolidation,GA,13.63,w,1516.69,0.0,INDIVIDUAL,0.0,38375.0,0.0
7000.0,36 months,19.52,8 years,Sales manager,32500.0,Not Verified,debt_consolidation,CA,27.66,f,1517.06,0.0,INDIVIDUAL,0.0,21810.0,0.0
24975.0,36 months,13.8,6 years,,96000.0,Source Verified,small_business,VA,1.48,f,5667.32,0.0,INDIVIDUAL,,,1.0
15000.0,36 months,20.99,9 years,Office manager,35000.0,Source Verified,debt_consolidation,NJ,15.43,w,1380.86,0.0,INDIVIDUAL,0.0,15550.0,0.0
15000.0,36 months,10.99,3 years,management,45000.0,Source Verified,debt_consolidation,NJ,16.16,w,1777.99,0.0,INDIVIDUAL,0.0,26955.0,1.0
8150.0,36 months,17.57,4 years,LIVERY DRIVER,60000.0,Not Verified,debt_consolidation,MA,28.09,w,677.11,0.0,INDIVIDUAL,0.0,52359.0,1.0
5975.0,36 months,11.53,5 years,Creative Director,40000.0,Source Verified,debt_consolidation,FL,16.47,f,266.95,0.0,INDIVIDUAL,2361.0,149955.0,0.0
14000.0,36 months,9.17,< 1 year,Audit Accountant,58000.0,Source Verified,credit_card,NE,29.67,w,99.85,0.0,INDIVIDUAL,0.0,120660.0,0.0
3000.0,36 months,11.71,< 1 year,Aria Resort and Casino,45000.0,Not Verified,home_improvement,NV,15.23,f,569.92,0.0,INDIVIDUAL,,,1.0
23300.0,60 months,21.99,7 years,3rd shift plant\stocking manager,63000.0,Verified,debt_consolidation,AL,22.21,f,2475.06,0.0,INDIVIDUAL,0.0,59812.0,0.0
30000.0,36 months,12.05,7 years,REGISTERED NURSE,130000.0,Source Verified,debt_consolidation,NY,7.56,w,555.34,0.0,INDIVIDUAL,0.0,21024.0,0.0
22000.0,36 months,12.69,< 1 year,In-House Clinical Research Associate,72000.0,Source Verified,debt_consolidation,PA,30.42,w,2052.88,0.0,INDIVIDUAL,0.0,130027.0,0.0
6500.0,36 months,10.99,1 year,Christian Education Director/Studio,29900.0,Not Verified,credit_card,CA,23.56,w,1036.06,0.0,INDIVIDUAL,0.0,10814.0,0.0
25000.0,60 months,8.18,< 1 year,"Associate Director, Medical Sciences",135000.0,Verified,credit_card,TX,13.54,w,673.43,0.0,INDIVIDUAL,0.0,315571.0,0.0
7200.0,36 months,8.19,,,18024.0,Verified,home_improvement,NM,9.72,f,571.61,0.0,INDIVIDUAL,0.0,2755.0,0.0
21625.0,60 months,20.5,10+ years,U. S. Coast Guard,45000.0,Verified,debt_consolidation,VA,32.51,f,9392.55,14.9502107744,INDIVIDUAL,,,0.0
22675.0,60 months,22.99,10+ years,Secretary,54051.0,Verified,credit_card,MO,18.21,w,4129.41,0.0,INDIVIDUAL,0.0,25885.0,0.0
9200.0,36 months,8.38,< 1 year,PTF Clerk,20000.0,Not Verified,debt_consolidation,AR,13.81,w,87.81,0.0,INDIVIDUAL,0.0,22363.0,0.0
16400.0,60 months,19.99,3 years,Credit Analyst/Underwriter,55000.0,Not Verified,credit_card,TX,34.67,f,1836.18,0.0,INDIVIDUAL,0.0,259654.0,0.0
16500.0,60 months,19.05,5 years,,110000.0,Source Verified,debt_consolidation,VA,10.05,f,7528.82,0.0,INDIVIDUAL,0.0,26566.0,0.0
11925.0,60 months,23.99,10+ years,Administrative Assistant,35000.0,Source Verified,debt_consolidation,NY,14.71,f,2273.58,0.0,INDIVIDUAL,0.0,5713.0,0.0
4500.0,36 months,9.17,10+ years,General Manager,106400.0,Not Verified,credit_card,NC,9.39,f,217.25,0.0,INDIVIDUAL,0.0,38691.0,0.0
18350.0,60 months,16.55,10+ years,Maintenance,55000.0,Verified,debt_consolidation,VA,33.93,w,278.39,0.0,INDIVIDUAL,0.0,82172.0,0.0
12000.0,60 months,18.24,8 years,police officer,92000.0,Verified,home_improvement,NY,14.6,w,1598.74,0.0,INDIVIDUAL,0.0,344169.0,1.0
21000.0,60 months,22.47,6 years,Govtek Services,125000.0,Verified,credit_card,VA,13.47,w,4465.44,0.0,INDIVIDUAL,0.0,583364.0,1.0
6975.0,36 months,10.99,10+ years,Financial Advisor,160000.0,Verified,debt_consolidation,IL,15.88,f,1038.97,0.0,INDIVIDUAL,0.0,261450.0,0.0
19600.0,36 months,15.59,7 years,Maintanence,45000.0,Not Verified,credit_card,WY,25.76,f,2739.54,0.0,INDIVIDUAL,0.0,145255.0,1.0
10000.0,36 months,9.71,10+ years,"Flowers Foods, Inc.",90000.0,Not Verified,debt_consolidation,TX,14.7,f,1495.34,0.0,INDIVIDUAL,0.0,220734.0,0.0
16000.0,36 months,7.89,10+ years,RN Nursing Supervisor,130000.0,Not Verified,credit_card,MA,26.8,f,290.25,0.0,INDIVIDUAL,0.0,326635.0,0.0
13000.0,36 months,8.19,1 year,Security Officer,52000.0,Source Verified,credit_card,NJ,13.71,w,562.89,0.0,INDIVIDUAL,834.0,15925.0,0.0
11000.0,60 months,9.99,2 years,Software Technician,55000.0,Source Verified,credit_card,NH,25.05,f,525.41,0.0,INDIVIDUAL,0.0,66547.0,0.0
12450.0,36 months,14.65,8 years,Medical Assistant,68000.0,Source Verified,debt_consolidation,CA,9.32,f,1019.45,0.0,INDIVIDUAL,458.0,61199.0,1.0
11000.0,36 months,10.99,1 year,Server,35000.0,Source Verified,debt_consolidation,AZ,26.23,w,1787.72,0.0,INDIVIDUAL,0.0,99488.0,0.0
18000.0,36 months,6.24,< 1 year,Marketing Manager,105000.0,Not Verified,credit_card,CA,6.62,w,592.5,0.0,INDIVIDUAL,0.0,24981.0,0.0
20000.0,60 months,17.86,4 years,QC Analyst,50100.0,Not Verified,debt_consolidation,IN,19.59,f,1093.72,0.0,INDIVIDUAL,131.0,40106.0,0.0
3000.0,36 months,13.67,1 year,Fabricator,40000.0,Verified,credit_card,NC,37.35,f,31.9,0.0,INDIVIDUAL,0.0,39636.0,0.0
10000.0,36 months,12.05,7 years,Auditor,78000.0,Source Verified,debt_consolidation,CA,4.8,w,130.54,0.0,INDIVIDUAL,2603.0,27105.0,0.0
12000.0,36 months,7.89,< 1 year,Compliance Officer,90000.0,Verified,debt_consolidation,CA,13.02,w,73.64,0.0,INDIVIDUAL,0.0,39497.0,0.0
10000.0,60 months,13.66,3 years,Commercial manager,45000.0,Source Verified,credit_card,NY,29.12,w,1259.42,0.0,INDIVIDUAL,0.0,55926.0,0.0
26375.0,60 months,16.2,10+ years,plumber,60000.0,Source Verified,debt_consolidation,CA,18.46,f,7036.38,0.0,INDIVIDUAL,0.0,152124.0,1.0
22000.0,36 months,7.69,2 years,Senior Consultant,90000.0,Verified,debt_consolidation,VA,16.37,w,1992.05,0.0,INDIVIDUAL,0.0,53692.0,0.0
15000.0,60 months,15.61,10+ years,TRANSPORT DIRECTOR,60000.0,Not Verified,home_improvement,KY,24.68,w,3156.62,0.0,INDIVIDUAL,0.0,119007.0,0.0
7500.0,36 months,10.99,3 years,District Manager,63200.0,Not Verified,home_improvement,OK,8.58,w,382.96,0.0,INDIVIDUAL,0.0,84473.0,0.0
10000.0,36 months,12.35,6 years,Carson Tahoe Reginal Healthcare,45000.0,Verified,home_improvement,NV,32.8,w,919.24,0.0,INDIVIDUAL,0.0,154943.0,0.0
10000.0,36 months,14.64,,,36852.0,Verified,credit_card,WY,21.26,w,1944.28,0.0,INDIVIDUAL,0.0,160755.0,0.0
11750.0,36 months,8.38,< 1 year,Supervisor,33500.0,Not Verified,credit_card,OH,34.15,f,0.0,0.0,INDIVIDUAL,0.0,39752.0,0.0
23925.0,60 months,22.99,2 years,Mill Manager,60000.0,Source Verified,debt_consolidation,IN,18.9,f,3515.95,0.0,INDIVIDUAL,0.0,104546.0,0.0
19700.0,60 months,12.69,4 years,T. Rowe Price,55000.0,Verified,debt_consolidation,MD,29.26,f,5565.81,0.0,INDIVIDUAL,,,1.0
2000.0,36 months,8.18,10+ years,Elevator clearance operator,55000.0,Not Verified,other,OH,20.88,w,31.78,0.0,INDIVIDUAL,0.0,35816.0,0.0
9975.0,36 months,15.61,3 years,Supervisor,28000.0,Verified,debt_consolidation,CA,29.7,w,1044.78,0.0,INDIVIDUAL,0.0,32579.0,0.0
35000.0,36 months,16.29,10+ years,US Air Force,80445.0,Verified,debt_consolidation,VA,25.24,w,7371.88,0.0,INDIVIDUAL,0.0,61080.0,0.0
20000.0,36 months,16.24,10+ years,,220000.0,Source Verified,small_business,AL,13.27,w,4597.74,0.0,INDIVIDUAL,3400.0,329538.0,0.0
10000.0,36 months,12.99,9 years,Trader Joes,68000.0,Not Verified,debt_consolidation,CA,14.7,f,1929.6,0.0,INDIVIDUAL,0.0,33373.0,1.0
13000.0,36 months,18.55,4 years,finance manager,95000.0,Not Verified,debt_consolidation,NH,12.14,f,200.91,0.0,INDIVIDUAL,0.0,178923.0,0.0
12000.0,36 months,12.35,3 years,Avery Dennison,35000.0,Not Verified,debt_consolidation,MA,15.22,f,2334.84,0.0,INDIVIDUAL,0.0,37951.0,0.0
21000.0,36 months,10.99,10+ years,Gas Service Representative,120000.0,Verified,debt_consolidation,CA,8.07,f,2837.06,0.0,INDIVIDUAL,0.0,256274.0,0.0
11975.0,60 months,12.39,7 years,service desk supervisor,64000.0,Source Verified,debt_consolidation,TX,30.79,w,1309.99,0.0,INDIVIDUAL,0.0,162464.0,0.0
28000.0,36 months,7.62,,,145000.0,Source Verified,major_purchase,OK,8.89,f,3052.87,0.0,INDIVIDUAL,0.0,347081.0,1.0
25000.0,36 months,5.32,,,78000.0,Not Verified,credit_card,FL,11.58,f,96.05,0.0,INDIVIDUAL,0.0,216061.0,0.0
13000.0,36 months,14.3,10+ years,Credentials Analyst,50000.0,Verified,home_improvement,CA,17.26,w,2834.2,0.0,INDIVIDUAL,0.0,295126.0,0.0
5425.0,36 months,5.42,2 years,"M J MILLER, INC",35000.0,Not Verified,home_improvement,TX,7.71,f,470.27,0.0,INDIVIDUAL,,,1.0
14200.0,36 months,11.53,,,61000.0,Not Verified,credit_card,IL,29.1,w,631.79,0.0,INDIVIDUAL,0.0,30235.0,0.0
4497.49147442,60 months,6.17,5 years,,55000.0,Verified,credit_card,HI,14.81,f,741.16,0.0,INDIVIDUAL,,,1.0
6800.0,36 months,12.29,< 1 year,Network Education Rep,47900.0,Source Verified,debt_consolidation,TX,12.1,w,670.13,0.0,INDIVIDUAL,0.0,13889.0,0.0
25000.0,36 months,6.49,2 years,CFO,200000.0,Source Verified,credit_card,LA,9.94,w,1278.51,0.0,INDIVIDUAL,500.0,351928.0,0.0
9950.0,36 months,10.99,< 1 year,Consultant,145000.0,Not Verified,debt_consolidation,MD,33.18,f,738.73,0.0,INDIVIDUAL,0.0,300411.0,0.0
19600.0,60 months,12.29,10+ years,Superintendent,80000.0,Source Verified,debt_consolidation,OK,14.48,w,1509.43,0.0,INDIVIDUAL,0.0,38990.0,0.0
18000.0,36 months,15.23,10+ years,SAIC,93000.0,Source Verified,home_improvement,VA,15.47,f,4725.3,15.0,INDIVIDUAL,,,1.0
15000.0,36 months,7.69,10+ years,Business Analyst,55000.0,Source Verified,debt_consolidation,NC,22.91,f,837.36,0.0,INDIVIDUAL,0.0,136956.0,1.0
12000.0,36 months,11.55,,,97519.0,Verified,debt_consolidation,NV,16.56,f,2122.03,0.0,INDIVIDUAL,0.0,22720.0,0.0
23000.0,60 months,9.99,10+ years,Postal Inspector,135000.0,Source Verified,debt_consolidation,SC,23.0,w,1619.72,0.0,INDIVIDUAL,0.0,317207.0,0.0
20000.0,36 months,13.99,< 1 year,Analyst,50000.0,Verified,credit_card,TX,21.17,w,445.54,0.0,INDIVIDUAL,0.0,34706.0,0.0
11675.0,36 months,18.24,10+ years,blackjack dealer/supervisor,56000.0,Verified,home_improvement,AZ,37.06,w,2242.15,0.0,INDIVIDUAL,0.0,186750.0,0.0
17650.0,36 months,17.57,2 years,Registered Nurse,70000.0,Verified,debt_consolidation,TX,18.07,w,741.46,0.0,INDIVIDUAL,0.0,223548.0,0.0
2000.0,36 months,15.61,,,45000.0,Source Verified,other,FL,6.5,f,389.04,0.0,INDIVIDUAL,0.0,9657.0,0.0
15000.0,36 months,7.69,7 years,Associate Marketing Manager,75000.0,Not Verified,other,NJ,25.07,w,1403.78,0.0,INDIVIDUAL,0.0,35975.0,0.0
10000.0,36 months,11.67,10+ years,Merchandise Manager,150000.0,Not Verified,home_improvement,KY,9.06,w,1270.96,0.0,INDIVIDUAL,0.0,214793.0,0.0
17675.0,36 months,6.24,5 years,Field Service Technician,100000.0,Not Verified,credit_card,KS,13.24,f,581.8,0.0,INDIVIDUAL,0.0,95565.0,0.0
14950.0,36 months,17.57,2 years,Registered Nurse,85000.0,Source Verified,debt_consolidation,FL,18.47,f,190.34,0.0,INDIVIDUAL,706.0,238017.0,0.0
12000.0,36 months,6.62,10+ years,HUD,115000.0,Not Verified,debt_consolidation,MD,3.3,f,66.33,0.0,INDIVIDUAL,,,1.0
20000.0,60 months,21.49,10+ years,Enterprise Holdings,61000.0,Verified,debt_consolidation,MI,23.22,w,7736.42,0.0,INDIVIDUAL,0.0,50324.0,1.0
15000.0,36 months,6.68,2 years,Vice Presidnet,275000.0,Not Verified,home_improvement,FL,18.55,f,669.29,0.0,INDIVIDUAL,0.0,394034.0,0.0
15900.0,36 months,12.29,5 years,Business Analyst,60000.0,Source Verified,debt_consolidation,MN,16.2,f,1324.23,0.0,INDIVIDUAL,0.0,20088.0,0.0
20000.0,36 months,9.49,9 years,Blackjack Dealer,50000.0,Source Verified,debt_consolidation,NV,14.28,f,1618.36,0.0,INDIVIDUAL,0.0,20449.0,0.0
25000.0,36 months,7.89,10+ years,registered nurse,70000.0,Not Verified,debt_consolidation,FL,22.25,w,759.07,0.0,INDIVIDUAL,0.0,130501.0,0.0
35000.0,60 months,15.61,10+ years,Senior Fleet manager,74800.0,Verified,debt_consolidation,TX,31.37,w,4256.65,0.0,INDIVIDUAL,0.0,164189.0,0.0
11875.0,36 months,14.09,10+ years,ceradyne,55000.0,Not Verified,debt_consolidation,CA,13.75,f,2343.45,0.0,INDIVIDUAL,0.0,13347.0,1.0
24000.0,60 months,10.99,9 years,backrender,70000.0,Source Verified,debt_consolidation,NY,18.45,w,3170.4,0.0,INDIVIDUAL,0.0,179994.0,0.0
20000.0,60 months,12.99,10+ years,Nurse,85000.0,Source Verified,debt_consolidation,CT,17.93,w,3138.03,0.0,INDIVIDUAL,0.0,17899.0,0.0
15000.0,60 months,13.66,5 years,Litigation Specialist,85000.0,Source Verified,debt_consolidation,FL,17.98,w,1741.67,0.0,INDIVIDUAL,0.0,39404.0,0.0
12000.0,36 months,13.98,< 1 year,Associate Dentist,120000.0,Verified,debt_consolidation,CO,19.54,w,1638.3,0.0,INDIVIDUAL,0.0,287180.0,0.0
11700.0,36 months,13.11,< 1 year,Griffin Spalding County Schools,38000.0,Verified,debt_consolidation,GA,27.79,f,2138.8,0.0,INDIVIDUAL,0.0,56496.0,1.0
15550.0,60 months,17.97,4 years,Practice Management Supervisor,53000.0,Verified,debt_consolidation,IL,32.72,f,0.0,0.0,INDIVIDUAL,0.0,41139.0,0.0
10000.0,36 months,13.66,3 years,dept manager,28000.0,Source Verified,debt_consolidation,NM,13.97,f,1090.36,0.0,INDIVIDUAL,87.0,10615.0,0.0
10075.0,36 months,8.9,3 years,,150000.0,Source Verified,home_improvement,CA,7.65,w,1248.39,0.0,INDIVIDUAL,0.0,658834.0,1.0
13000.0,36 months,6.68,8 years,Duty Manager,73000.0,Not Verified,credit_card,VA,20.75,w,517.91,0.0,INDIVIDUAL,0.0,63379.0,0.0
4800.0,36 months,7.49,2 years,Fund Financial Associate,45600.0,Not Verified,debt_consolidation,PA,22.39,w,269.47,0.0,INDIVIDUAL,0.0,68865.0,1.0
